Datetime,0700.HK,2318.HK,1211.HK,1810.HK,2269.HK,2018.HK
2026-03-13 07:00:00+00:00,548.5,62.25,96.8499984741211,33.15999984741211,34.439998626708984,32.20000076293945
2026-03-13 07:15:00+00:00,548.5,62.20000076293945,96.80000305175781,33.220001220703125,34.5,32.29999923706055
2026-03-13 07:30:00+00:00,547.5,62.150001525878906,96.80000305175781,33.29999923706055,34.41999816894531,32.20000076293945
2026-03-13 07:45:00+00:00,548.5,62.25,97.1500015258789,33.34000015258789,34.47999954223633,32.29999923706055
2026-03-13 08:00:00+00:00,547.5,62.25,96.75,33.31999969482422,34.52000045776367,32.279998779296875
2026-03-16 01:30:00+00:00,548.5,61.150001525878906,96.0,33.779998779296875,33.79999923706055,31.739999771118164
2026-03-16 01:45:00+00:00,556.5,61.599998474121094,98.30000305175781,33.97999954223633,34.34000015258789,32.08000183105469
2026-03-16 02:00:00+00:00,556.0,61.54999923706055,100.5,34.20000076293945,34.540000915527344,32.08000183105469
2026-03-16 02:15:00+00:00,556.0,61.349998474121094,100.0,34.02000045776367,34.439998626708984,32.040000915527344
2026-03-16 02:30:00+00:00,555.0,61.349998474121094,99.94999694824219,34.040000915527344,34.2599983215332,32.08000183105469
2026-03-16 02:45:00+00:00,558.0,61.400001525878906,99.4000015258789,34.15999984741211,34.13999938964844,32.08000183105469
2026-03-16 03:00:00+00:00,557.5,61.45000076293945,99.75,34.220001220703125,34.20000076293945,32.13999938964844
2026-03-16 03:15:00+00:00,559.0,61.70000076293945,101.69999694824219,34.459999084472656,34.68000030517578,32.220001220703125
2026-03-16 03:30:00+00:00,560.5,61.75,102.0999984741211,34.91999816894531,34.779998779296875,32.47999954223633
2026-03-16 03:45:00+00:00,562.5,61.849998474121094,102.30000305175781,34.97999954223633,34.779998779296875,32.41999816894531
2026-03-16 05:00:00+00:00,565.5,62.04999923706055,102.9000015258789,35.040000915527344,34.7599983215332,32.70000076293945
2026-03-16 05:15:00+00:00,561.0,61.75,103.0999984741211,34.880001068115234,34.81999969482422,32.7400016784668
2026-03-16 05:30:00+00:00,563.0,61.95000076293945,103.80000305175781,35.040000915527344,35.040000915527344,32.81999969482422
2026-03-16 05:45:00+00:00,562.0,61.849998474121094,103.9000015258789,35.15999984741211,34.880001068115234,32.86000061035156
2026-03-16 06:00:00+00:00,563.0,61.900001525878906,104.30000305175781,35.119998931884766,34.7599983215332,32.7400016784668
2026-03-16 06:15:00+00:00,562.5,62.0,104.0,35.099998474121094,34.84000015258789,32.70000076293945
2026-03-16 06:30:00+00:00,561.5,62.099998474121094,104.5999984741211,35.13999938964844,34.84000015258789,32.900001525878906
2026-03-16 06:45:00+00:00,562.0,62.0,104.5999984741211,35.15999984741211,34.91999816894531,32.959999084472656
2026-03-16 07:00:00+00:00,560.5,62.099998474121094,104.0999984741211,35.13999938964844,34.86000061035156,32.880001068115234
2026-03-16 07:15:00+00:00,558.5,62.150001525878906,104.0,35.119998931884766,34.7599983215332,32.900001525878906
2026-03-16 07:30:00+00:00,558.0,62.25,103.9000015258789,35.08000183105469,34.779998779296875,32.880001068115234
2026-03-16 07:45:00+00:00,559.5,62.20000076293945,104.30000305175781,35.18000030517578,34.81999969482422,32.91999816894531
2026-03-16 08:00:00+00:00,558.5,62.25,104.30000305175781,35.20000076293945,34.86000061035156,32.880001068115234
2026-03-17 01:30:00+00:00,561.5,62.900001525878906,105.9000015258789,36.13999938964844,34.939998626708984,32.68000030517578
2026-03-17 01:45:00+00:00,560.0,63.599998474121094,106.69999694824219,36.31999969482422,35.34000015258789,33.47999954223633
2026-03-17 02:00:00+00:00,561.5,64.19999694824219,106.80000305175781,36.52000045776367,35.63999938964844,33.459999084472656
2026-03-17 02:15:00+00:00,560.0,64.05000305175781,106.5,36.36000061035156,36.18000030517578,33.439998626708984
2026-03-17 02:30:00+00:00,561.0,63.95000076293945,107.0,36.34000015258789,36.2599983215332,33.599998474121094
2026-03-17 02:45:00+00:00,559.0,63.75,106.30000305175781,36.18000030517578,35.79999923706055,33.540000915527344
2026-03-17 03:00:00+00:00,558.0,63.650001525878906,106.19999694824219,35.959999084472656,35.81999969482422,33.47999954223633
2026-03-17 03:15:00+00:00,558.0,63.599998474121094,106.19999694824219,35.880001068115234,35.779998779296875,33.29999923706055
2026-03-17 03:30:00+00:00,558.0,63.650001525878906,106.19999694824219,35.880001068115234,35.720001220703125,33.34000015258789
2026-03-17 03:45:00+00:00,559.0,63.70000076293945,106.4000015258789,35.959999084472656,35.7400016784668,33.279998779296875
2026-03-17 05:00:00+00:00,559.0,63.599998474121094,105.30000305175781,35.79999923706055,35.779998779296875,33.2400016784668
2026-03-17 05:15:00+00:00,558.0,63.349998474121094,104.80000305175781,35.7400016784668,35.5,33.20000076293945
2026-03-17 05:30:00+00:00,556.5,63.45000076293945,104.80000305175781,35.68000030517578,35.2400016784668,33.20000076293945
2026-03-17 05:45:00+00:00,552.0,63.20000076293945,103.80000305175781,35.439998626708984,35.0,33.0
2026-03-17 06:00:00+00:00,550.0,63.04999923706055,103.30000305175781,35.36000061035156,34.97999954223633,32.880001068115234
2026-03-17 06:15:00+00:00,550.0,63.099998474121094,103.80000305175781,35.31999969482422,35.040000915527344,32.81999969482422
2026-03-17 06:30:00+00:00,550.5,63.099998474121094,104.0,35.380001068115234,35.040000915527344,32.900001525878906
2026-03-17 06:45:00+00:00,551.0,63.150001525878906,104.0999984741211,35.31999969482422,35.02000045776367,32.880001068115234
2026-03-17 07:00:00+00:00,550.0,63.04999923706055,104.0999984741211,35.2599983215332,34.959999084472656,32.900001525878906
2026-03-17 07:15:00+00:00,551.5,63.150001525878906,104.5,35.279998779296875,35.040000915527344,33.0
2026-03-17 07:30:00+00:00,551.5,62.95000076293945,104.5999984741211,35.279998779296875,34.900001525878906,32.959999084472656
2026-03-17 07:45:00+00:00,550.0,63.20000076293945,104.80000305175781,35.380001068115234,34.84000015258789,33.060001373291016
2026-03-17 08:00:00+00:00,550.0,63.099998474121094,104.5,35.36000061035156,34.939998626708984,32.959999084472656
2026-03-18 01:30:00+00:00,547.5,63.20000076293945,102.5999984741211,35.15999984741211,35.31999969482422,33.36000061035156
2026-03-18 01:45:00+00:00,545.0,63.0,103.0999984741211,34.880001068115234,35.15999984741211,33.36000061035156
2026-03-18 02:00:00+00:00,544.5,63.04999923706055,102.5,34.7599983215332,35.15999984741211,33.2599983215332
2026-03-18 02:15:00+00:00,545.5,63.20000076293945,102.19999694824219,34.720001220703125,35.279998779296875,33.119998931884766
2026-03-18 02:30:00+00:00,545.0,63.04999923706055,102.5,34.7599983215332,35.2599983215332,33.060001373291016
2026-03-18 02:45:00+00:00,544.0,63.04999923706055,102.30000305175781,34.7400016784668,35.15999984741211,32.97999954223633
2026-03-18 03:00:00+00:00,545.5,63.04999923706055,102.0,34.68000030517578,35.13999938964844,33.119998931884766
2026-03-18 03:15:00+00:00,545.0,63.099998474121094,102.0,34.68000030517578,35.15999984741211,33.15999984741211
2026-03-18 03:30:00+00:00,546.0,63.04999923706055,102.0999984741211,34.7599983215332,35.20000076293945,33.18000030517578
2026-03-18 03:45:00+00:00,545.0,63.25,101.9000015258789,34.81999969482422,35.13999938964844,33.18000030517578
2026-03-18 05:00:00+00:00,547.0,63.29999923706055,101.5,34.81999969482422,35.20000076293945,33.13999938964844
2026-03-18 05:15:00+00:00,548.0,63.54999923706055,101.80000305175781,35.0,35.13999938964844,33.279998779296875
2026-03-18 05:30:00+00:00,550.0,63.599998474121094,102.30000305175781,35.18000030517578,35.400001525878906,33.5
2026-03-18 05:45:00+00:00,547.5,63.54999923706055,102.30000305175781,35.08000183105469,35.31999969482422,33.459999084472656
2026-03-18 06:00:00+00:00,546.5,63.5,102.30000305175781,35.18000030517578,35.439998626708984,33.560001373291016
2026-03-18 06:15:00+00:00,548.5,63.5,102.69999694824219,35.18000030517578,35.540000915527344,33.63999938964844
2026-03-18 06:30:00+00:00,549.0,63.45000076293945,102.69999694824219,35.2400016784668,35.65999984741211,33.599998474121094
2026-03-18 06:45:00+00:00,549.5,63.5,102.5,35.15999984741211,35.63999938964844,33.540000915527344
2026-03-18 07:00:00+00:00,547.5,63.650001525878906,102.5999984741211,35.13999938964844,35.599998474121094,33.41999816894531
2026-03-18 07:15:00+00:00,547.0,63.45000076293945,102.19999694824219,35.15999984741211,35.58000183105469,33.41999816894531
2026-03-18 07:30:00+00:00,549.5,63.349998474121094,102.30000305175781,35.060001373291016,35.41999816894531,33.459999084472656
2026-03-18 07:45:00+00:00,552.0,63.45000076293945,102.5,35.18000030517578,35.5,33.459999084472656
2026-03-18 08:00:00+00:00,550.5,63.400001525878906,102.19999694824219,35.13999938964844,35.52000045776367,33.41999816894531
