Date,Open,High,Low,Close,Volume,data_source
2026-03-03 09:30:00-05:00,298.5899963378906,298.5899963378906,296.7099914550781,297.5799865722656,3047197,YF_PRIMED
2026-03-03 09:31:00-05:00,297.57501220703125,299.5799865722656,297.57501220703125,299.0849914550781,233669,YF_PRIMED
2026-03-03 09:32:00-05:00,299.0799865722656,299.7799987792969,298.7799987792969,298.94500732421875,193142,YF_PRIMED
2026-03-03 09:33:00-05:00,298.92999267578125,299.42999267578125,298.3616027832031,298.9800109863281,114435,YF_PRIMED
2026-03-03 09:34:00-05:00,298.9200134277344,299.05499267578125,298.3900146484375,298.5199890136719,88209,YF_PRIMED
2026-03-03 09:35:00-05:00,298.4800109863281,299.6199951171875,297.95001220703125,299.4599914550781,162045,YF_PRIMED
2026-03-03 09:36:00-05:00,299.385009765625,300.2699890136719,298.7900085449219,300.00311279296875,202727,YF_PRIMED
2026-03-03 09:37:00-05:00,299.989990234375,301.0400085449219,299.80999755859375,301.0299987792969,148086,YF_PRIMED
2026-03-03 09:38:00-05:00,301.0,301.6600036621094,300.80450439453125,301.5,124407,YF_PRIMED
2026-03-03 09:39:00-05:00,301.5340881347656,301.7099914550781,300.7774963378906,300.7774963378906,130823,YF_PRIMED
2026-03-03 09:40:00-05:00,300.7749938964844,301.14990234375,300.1600036621094,300.9200134277344,144968,YF_PRIMED
2026-03-03 09:41:00-05:00,300.79998779296875,301.02301025390625,300.2300109863281,300.8699951171875,115116,YF_PRIMED
2026-03-03 09:42:00-05:00,300.9700012207031,300.9700012207031,300.51348876953125,300.739990234375,48979,YF_PRIMED
2026-03-03 09:43:00-05:00,300.70001220703125,301.04998779296875,300.5201110839844,300.760009765625,72315,YF_PRIMED
2026-03-03 09:44:00-05:00,300.7300109863281,301.0400085449219,300.1499938964844,300.3599853515625,98641,YF_PRIMED
2026-03-03 09:45:00-05:00,300.3399963378906,301.1400146484375,300.0,300.9800109863281,119653,YF_PRIMED
2026-03-03 09:46:00-05:00,300.92999267578125,301.33599853515625,300.6000061035156,301.0450134277344,176718,YF_PRIMED
2026-03-03 09:47:00-05:00,301.0450134277344,301.17999267578125,300.0119934082031,300.2655029296875,91304,YF_PRIMED
2026-03-03 09:48:00-05:00,300.20001220703125,300.3500061035156,299.385009765625,299.6000061035156,102632,YF_PRIMED
2026-03-03 09:49:00-05:00,299.5985107421875,299.6199951171875,298.92999267578125,299.0400085449219,100252,YF_PRIMED
2026-03-03 09:50:00-05:00,299.0199890136719,299.3800048828125,298.69000244140625,299.2200012207031,137339,YF_PRIMED
2026-03-03 09:51:00-05:00,299.2900085449219,300.1400146484375,299.1700134277344,299.5199890136719,113426,YF_PRIMED
2026-03-03 09:52:00-05:00,299.55499267578125,299.70001220703125,298.8999938964844,299.1600036621094,145907,YF_PRIMED
2026-03-03 09:53:00-05:00,299.125,299.25,298.7950134277344,299.1000061035156,160730,YF_PRIMED
2026-03-03 09:54:00-05:00,299.1099853515625,299.739990234375,298.7590026855469,299.739990234375,137405,YF_PRIMED
2026-03-03 09:55:00-05:00,299.82000732421875,300.125,299.4100036621094,300.1015930175781,83630,YF_PRIMED
2026-03-03 09:56:00-05:00,300.1000061035156,300.1700134277344,299.6449890136719,299.7513122558594,51282,YF_PRIMED
2026-03-03 09:57:00-05:00,299.79998779296875,299.94000244140625,299.5199890136719,299.8349914550781,62287,YF_PRIMED
2026-03-03 09:58:00-05:00,299.80999755859375,300.010009765625,299.239990234375,299.29998779296875,57285,YF_PRIMED
