Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-03-12 00:00:00-04:00,2.440000057220459,2.4600000381469727,2.2799999713897705,2.3299999237060547,19024900,0.0,0.0
2024-03-13 00:00:00-04:00,2.5999999046325684,2.680000066757202,2.4000000953674316,2.4600000381469727,41114400,0.0,0.0
2024-03-14 00:00:00-04:00,2.890000104904175,2.890000104904175,2.359999895095825,2.440000057220459,53874400,0.0,0.0
2024-03-15 00:00:00-04:00,2.390000104904175,2.559999942779541,2.359999895095825,2.440000057220459,22937000,0.0,0.0
2024-03-18 00:00:00-04:00,2.450000047683716,2.490000009536743,2.190000057220459,2.2100000381469727,19694700,0.0,0.0
2024-03-19 00:00:00-04:00,2.049999952316284,2.259999990463257,2.009999990463257,2.200000047683716,14311500,0.0,0.0
2024-03-20 00:00:00-04:00,2.1500000953674316,2.200000047683716,2.069999933242798,2.1500000953674316,11729700,0.0,0.0
2024-03-21 00:00:00-04:00,2.180000066757202,2.2200000286102295,2.0350000858306885,2.069999933242798,9744200,0.0,0.0
2024-03-22 00:00:00-04:00,2.049999952316284,2.059999942779541,1.9500000476837158,2.0,9214300,0.0,0.0
2024-03-25 00:00:00-04:00,2.0,2.180000066757202,1.9600000381469727,2.1700000762939453,12320600,0.0,0.0
2024-03-26 00:00:00-04:00,2.2200000286102295,2.2300000190734863,2.0799999237060547,2.0899999141693115,8677100,0.0,0.0
2024-03-27 00:00:00-04:00,2.0999999046325684,2.180000066757202,2.009999990463257,2.1500000953674316,14418600,0.0,0.0
2024-03-28 00:00:00-04:00,2.119999885559082,2.200000047683716,2.0350000858306885,2.049999952316284,6682000,0.0,0.0
2024-04-01 00:00:00-04:00,2.0399999618530273,2.049999952316284,1.9299999475479126,1.9600000381469727,7168800,0.0,0.0
2024-04-02 00:00:00-04:00,1.8899999856948853,1.899999976158142,1.8300000429153442,1.8600000143051147,7198300,0.0,0.0
2024-04-03 00:00:00-04:00,1.8300000429153442,1.9700000286102295,1.8200000524520874,1.9700000286102295,5433000,0.0,0.0
2024-04-04 00:00:00-04:00,2.009999990463257,2.069999933242798,1.9199999570846558,1.9299999475479126,6569900,0.0,0.0
2024-04-05 00:00:00-04:00,1.9500000476837158,2.009999990463257,1.909999966621399,1.9500000476837158,3726100,0.0,0.0
2024-04-08 00:00:00-04:00,1.9800000190734863,1.9900000095367432,1.8700000047683716,1.899999976158142,5616400,0.0,0.0
2024-04-09 00:00:00-04:00,1.9199999570846558,1.940000057220459,1.840000033378601,1.850000023841858,3766800,0.0,0.0
2024-04-10 00:00:00-04:00,1.7999999523162842,1.840000033378601,1.7599999904632568,1.7799999713897705,4722700,0.0,0.0
2024-04-11 00:00:00-04:00,1.7999999523162842,1.8049999475479126,1.75,1.7599999904632568,3734700,0.0,0.0
2024-04-12 00:00:00-04:00,1.7599999904632568,1.7699999809265137,1.6799999475479126,1.75,4989600,0.0,0.0
2024-04-15 00:00:00-04:00,1.7300000190734863,1.7400000095367432,1.5499999523162842,1.5800000429153442,6636900,0.0,0.0
2024-04-16 00:00:00-04:00,1.5499999523162842,1.6399999856948853,1.5499999523162842,1.600000023841858,3177000,0.0,0.0
2024-04-17 00:00:00-04:00,1.6200000047683716,1.6699999570846558,1.5499999523162842,1.559999942779541,4632700,0.0,0.0
2024-04-18 00:00:00-04:00,1.5800000429153442,1.600000023841858,1.5199999809265137,1.5299999713897705,2201600,0.0,0.0
2024-04-19 00:00:00-04:00,1.5199999809265137,1.5449999570846558,1.440000057220459,1.4500000476837158,4290900,0.0,0.0
2024-04-22 00:00:00-04:00,1.4900000095367432,1.600000023841858,1.4700000286102295,1.559999942779541,4464700,0.0,0.0
2024-04-23 00:00:00-04:00,1.6799999475479126,1.75,1.6299999952316284,1.7100000381469727,7038300,0.0,0.0
2024-04-24 00:00:00-04:00,1.7899999618530273,1.8200000524520874,1.649999976158142,1.690000057220459,6913900,0.0,0.0
2024-04-25 00:00:00-04:00,1.6399999856948853,1.7000000476837158,1.6100000143051147,1.659999966621399,2621900,0.0,0.0
2024-04-26 00:00:00-04:00,1.690000057220459,1.7999999523162842,1.6799999475479126,1.7999999523162842,3620300,0.0,0.0
2024-04-29 00:00:00-04:00,1.8300000429153442,1.8700000047683716,1.7000000476837158,1.75,5914700,0.0,0.0
2024-04-30 00:00:00-04:00,1.7000000476837158,1.7599999904632568,1.649999976158142,1.659999966621399,3896400,0.0,0.0
2024-05-01 00:00:00-04:00,1.649999976158142,1.8200000524520874,1.649999976158142,1.7200000286102295,5195600,0.0,0.0
2024-05-02 00:00:00-04:00,1.7599999904632568,1.7649999856948853,1.690000057220459,1.7300000190734863,7899400,0.0,0.0
2024-05-03 00:00:00-04:00,1.5199999809265137,1.6200000047683716,1.4600000381469727,1.4900000095367432,11236400,0.0,0.0
2024-05-06 00:00:00-04:00,1.5,1.559999942779541,1.4900000095367432,1.5099999904632568,4515400,0.0,0.0
2024-05-07 00:00:00-04:00,1.5299999713897705,1.5299999713897705,1.4500000476837158,1.4800000190734863,3081400,0.0,0.0
2024-05-08 00:00:00-04:00,1.4800000190734863,1.4900000095367432,1.4500000476837158,1.4900000095367432,2052300,0.0,0.0
2024-05-09 00:00:00-04:00,1.4600000381469727,1.4900000095367432,1.4500000476837158,1.4800000190734863,2334400,0.0,0.0
2024-05-10 00:00:00-04:00,1.4900000095367432,1.5099999904632568,1.3899999856948853,1.3899999856948853,4018300,0.0,0.0
2024-05-13 00:00:00-04:00,1.4299999475479126,1.5800000429153442,1.399999976158142,1.4700000286102295,5747100,0.0,0.0
2024-05-14 00:00:00-04:00,1.5199999809265137,1.6649999618530273,1.5099999904632568,1.6100000143051147,7937900,0.0,0.0
2024-05-15 00:00:00-04:00,1.690000057220459,1.7100000381469727,1.600000023841858,1.6799999475479126,7252600,0.0,0.0
2024-05-16 00:00:00-04:00,1.6799999475479126,1.7100000381469727,1.5299999713897705,1.559999942779541,4835300,0.0,0.0
2024-05-17 00:00:00-04:00,1.559999942779541,1.6399999856948853,1.4700000286102295,1.5099999904632568,6085600,0.0,0.0
2024-05-20 00:00:00-04:00,1.5199999809265137,1.6399999856948853,1.5199999809265137,1.600000023841858,5566600,0.0,0.0
2024-05-21 00:00:00-04:00,1.6100000143051147,1.6100000143051147,1.5099999904632568,1.5499999523162842,4061900,0.0,0.0
2024-05-22 00:00:00-04:00,1.5499999523162842,1.5499999523162842,1.4800000190734863,1.5,3305400,0.0,0.0
2024-05-23 00:00:00-04:00,1.5800000429153442,1.6299999952316284,1.4900000095367432,1.5199999809265137,6128400,0.0,0.0
2024-05-24 00:00:00-04:00,1.5399999618530273,1.5700000524520874,1.5299999713897705,1.5700000524520874,1948100,0.0,0.0
2024-05-28 00:00:00-04:00,1.590000033378601,1.600000023841858,1.5499999523162842,1.600000023841858,2234100,0.0,0.0
2024-05-29 00:00:00-04:00,1.5299999713897705,1.5700000524520874,1.5099999904632568,1.5299999713897705,3357500,0.0,0.0
2024-05-30 00:00:00-04:00,1.5399999618530273,1.6100000143051147,1.5199999809265137,1.5299999713897705,3641200,0.0,0.0
2024-05-31 00:00:00-04:00,1.5299999713897705,1.559999942779541,1.4700000286102295,1.5,3660100,0.0,0.0
2024-06-03 00:00:00-04:00,1.5,1.5199999809265137,1.4500000476837158,1.4800000190734863,2880900,0.0,0.0
2024-06-04 00:00:00-04:00,1.4800000190734863,1.5,1.4600000381469727,1.4800000190734863,2331800,0.0,0.0
